text_idx,sentence_idx,verb,sentence,verb_idx,label
,,bring,leinster will be hard pushed to bring the score within the respectable margins of defeat set by their predecessors .,6,0
,,ruin,"wavebreaker 's hull was made of steel and , while such hulls are marvellously strong and safe , they are soon ruined if their steel is exposed to salt air .",21,0
,,have,"if we add to a the gradient of a scalar function , the resulting vector a' still has the same magnetic field because formula .",17,0
,,defend,"it could be defended only either by those of nearly equal wealth or by those who could concentrate their resources chiefly on defence princes , great bishops or , in the south especially , towns .",3,0
,,find,of course it can never be known whether the right answer has been found ( unless somebody dredges up a living fossil from the depths of the ocean ) there are only varying degrees of probability .,13,0
,,fight,"on occasion , their determination to fight for christ played directly into their overlord 's hands , as when the count of la marche , who had no direct heir , sold his county to king henry ii in 1177 .",6,0
,,go,good system development went through two distinct phases .,3,0
,,reach,has the election campaign reached its grim streets ?,4,0
,,eager,a good many men came into the room by no means eager to acquiesce in the proposed arrangement .,11,0
,,be,"i 'll tell you who you ought to be in love with , clare .",8,0
,,shimmer,"he sat down and saw a bifurcated path , shimmer with gold heat round and under the rising , spreading blue-black-green down-pointing vanes of a great pine , still widening where the frame interrupted its soaring .",9,0
,,view,"yet others have argued that the unrest can be viewed as a symptom of the breakdown of law and order in british society ( gaffney , 1987 ; hall , 1987 ; keith , 1987 ) .",9,0
,,build,"we will tackle building our economy in order so that we can achieve that social ambition , so that the strong economy is used to finance and develop the fair society .",3,0
,,be,"we will be putting our economy in order so that we can achieve that social ambition , so that the strong economy is used to finance and develop the fair society .",2,0
,,increase,that been increased to forty four thousand,2,0
,,stretch,"often the manual has to be provided hurriedly at the end of a project when the budget is stretched out , and it is regarded as a tiresome chore still required after the essential design work has been completed .",18,0
,,two,well i 'm two lines .,3,0
,,at,"they at a time when either their objects were not the same as those of the official organization , or the cco was not enterprising enough to suit them .",1,0
,,compute,"the magnetic field may be computed from ampï¿½ï¿½ï¿½ï¿½re 's law ( eqn ( 3.21 ) ) as follows formula , where the line integral is taken over the circle of radius a ( fig. 3.2 ) , i is the total current of the beam and formula is the azimuthal component of the magnetic field in the cylindrical coordinate system specified by formula] .",5,0
,,sense,you could sense the atmosphere when you were sat in the car .,2,0
,,tri,"if so , it will be a gamble , because he tri on his only previous international appearance in saudi arabia .",11,0
,,find,"it can find its way past us , and hide again .",2,0
,,begin,the national union was merged with central office in 1911 and fusion with the liberal unionists began in 1912 .,16,0
,,be,"yet the appeal of crusading was , if anything , even stronger to those aristocratic houses just below the level of the princely : it was , after all , the house of boulogne which were the first two rulers of jerusalem .",35,0
,,respond,apart from the last one which he had n't responded to yet and the penultimate one which seemed to apply in america more than here ( here he had joined the golf club ) he had complied with all the rest .,9,0
